state_name,month_of_crash,timestamp_of_crash,latitude,longitude,route_signing_name,first_harmful_event_name,number_of_fatalities,number_of_drunk_drivers,age,sex,person_type_name,police_reported_alcohol_involvement,police_reported_drug_involvement,non_motorist_safety_equipment_use
North Carolina,8,2016-08-23 09:29:00 UTC,35.922475,-80.25429444,State Highway,Pedestrian,1,0,78,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,8,2016-08-23 09:29:00 UTC,35.922475,-80.25429444,State Highway,Pedestrian,1,0,78,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,1,2016-01-01 19:28:00 UTC,35.81631667,-80.234125,Local Street – Municipality,Pedestrian,1,1,30,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,11,2016-11-16 18:09:00 UTC,34.71966111,-76.65474444,U.S. Highway,Pedestrian,1,0,37,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,1,2016-01-01 19:28:00 UTC,35.81631667,-80.234125,Local Street – Municipality,Pedestrian,1,1,38,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,1,2016-01-01 19:28:00 UTC,35.81631667,-80.234125,Local Street – Municipality,Pedestrian,1,1,41,Male,Driver of a Motor Vehicle In-Transport,Yes (Alcohol Involved),No (Drugs Not Involved),None Used
North Carolina,4,2016-04-06 19:07:00 UTC,35.03407222,-78.84554444,Local Street – Municipality,Pedestrian,1,0,26,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,2,2016-02-10 19:41:00 UTC,35.64658056,-77.36664444,State Highway,Pedestrian,1,0,19,Male,Passenger of a Motor Vehicle In-Transport,No (Alcohol Not Involved),Not Reported,None Used
North Carolina,2,2016-02-10 19:41:00 UTC,35.64658056,-77.36664444,State Highway,Pedestrian,1,0,71,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,2,2016-02-29 23:38:00 UTC,36.10578889,-79.76131944,U.S. Highway,Pedestrian,1,0,30,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,4,2016-04-09 19:23:00 UTC,36.42016944,-78.13092778,County Road,Pedestrian,1,0,27,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,8,2016-08-26 22:13:00 UTC,35.69818611,-78.57833333,Interstate,Pedestrian,1,0,23,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,10,2016-10-12 19:37:00 UTC,35.31939444,-82.47274444,U.S. Highway,Pedestrian,1,0,84,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,10,2016-10-12 19:37:00 UTC,35.31939444,-82.47274444,U.S. Highway,Pedestrian,1,0,87,Male,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,11,2016-11-16 23:52:00 UTC,35.03853611,-78.92265,Local Street – Municipality,Pedestrian,1,1,59,Male,Driver of a Motor Vehicle In-Transport,Yes (Alcohol Involved),No (Drugs Not Involved),None Used
North Carolina,2,2016-02-22 20:29:00 UTC,34.93659722,-80.67209722,State Highway,Pedestrian,1,0,69,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,2,2016-02-22 20:29:00 UTC,34.93659722,-80.67209722,State Highway,Pedestrian,1,0,67,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,8,2016-08-03 20:52:00 UTC,36.36375278,-76.11829444,U.S. Highway,Pedestrian,1,0,30,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,3,2016-03-30 07:31:00 UTC,35.589875,-79.81015,State Highway,Pedestrian,1,0,64,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,10,2016-10-20 20:02:00 UTC,35.11506667,-77.072125,Local Street – Municipality,Pedestrian,1,0,80,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,6,2016-06-24 01:53:00 UTC,35.69258611,-79.79893611,U.S. Highway,Pedestrian,1,0,39,Female,Pedestrian,Yes (Alcohol Involved),No (Drugs Not Involved),None Used
North Carolina,6,2016-06-24 01:53:00 UTC,35.69258611,-79.79893611,U.S. Highway,Pedestrian,1,0,39,Female,Pedestrian,Yes (Alcohol Involved),No (Drugs Not Involved),None Used
North Carolina,6,2016-06-27 21:12:00 UTC,35.31440556,-79.02182778,County Road,Pedestrian,1,0,15,Female,Bicyclist,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,6,2016-06-27 21:12:00 UTC,35.31440556,-79.02182778,County Road,Pedestrian,1,0,15,Female,Bicyclist,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,12,2016-12-01 18:17:00 UTC,35.56705833,-82.50850833,U.S. Highway,Pedestrian,2,0,72,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,12,2016-12-01 18:17:00 UTC,35.56705833,-82.50850833,U.S. Highway,Pedestrian,2,0,72,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,12,2016-12-01 18:17:00 UTC,35.56705833,-82.50850833,U.S. Highway,Pedestrian,2,0,72,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,11,2016-11-09 22:29:00 UTC,35.94066667,-78.82184444,U.S. Highway,Pedestrian,1,0,75,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,11,2016-11-09 22:29:00 UTC,35.94066667,-78.82184444,U.S. Highway,Pedestrian,1,0,75,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,10,2016-10-01 23:26:00 UTC,34.36987778,-77.71484722,State Highway,Pedestrian,2,0,30,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,10,2016-10-01 23:26:00 UTC,34.36987778,-77.71484722,State Highway,Pedestrian,2,0,30,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,10,2016-10-01 23:26:00 UTC,34.36987778,-77.71484722,State Highway,Pedestrian,2,0,30,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,3,2016-03-19 01:01:00 UTC,35.28355556,-81.46755278,State Highway,Pedestrian,1,0,24,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,3,2016-03-19 01:01:00 UTC,35.28355556,-81.46755278,State Highway,Pedestrian,1,0,24,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,10,2016-10-01 23:26:00 UTC,34.36987778,-77.71484722,State Highway,Pedestrian,2,0,79,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,10,2016-10-01 23:26:00 UTC,34.36987778,-77.71484722,State Highway,Pedestrian,2,0,79,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,10,2016-10-01 23:26:00 UTC,34.36987778,-77.71484722,State Highway,Pedestrian,2,0,79,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,4,2016-04-06 05:39:00 UTC,34.32094444,-77.87178056,Interstate,Pedestrian,1,0,47,Female,Passenger of a Motor Vehicle In-Transport,Not Reported,Not Reported,None Used
North Carolina,4,2016-04-06 05:39:00 UTC,34.32094444,-77.87178056,Interstate,Pedestrian,1,0,52,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,5,2016-05-05 18:00:00 UTC,34.20413889,-77.93844167,Local Street – Municipality,Pedestrian,1,0,21,Female,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,5,2016-05-10 17:27:00 UTC,35.89056111,-77.52610556,State Highway,Mail Box,1,1,40,Female,Driver of a Motor Vehicle In-Transport,Yes (Alcohol Involved),Not Reported,None Used
North Carolina,10,2016-10-09 01:19:00 UTC,35.32573056,-80.72963889,Local Street – Municipality,Pedestrian,1,1,23,Male,Driver of a Motor Vehicle In-Transport,Yes (Alcohol Involved),No (Drugs Not Involved),None Used
North Carolina,7,2016-07-15 21:33:00 UTC,35.83434444,-80.25975,U.S. Highway,Pedestrian,1,0,13,Female,Passenger of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,2,2016-02-28 22:34:00 UTC,35.42683889,-81.495775,State Highway,Mail Box,2,0,24,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,2,2016-02-28 22:34:00 UTC,35.42683889,-81.495775,State Highway,Mail Box,2,0,24,Male,Driver of a Motor Vehicle In-Transport,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,10,2016-10-27 19:13:00 UTC,35.76833611,-78.61689722,Local Street – Township,Pedestrian,1,1,53,Male,Driver of a Motor Vehicle In-Transport,Yes (Alcohol Involved),No (Drugs Not Involved),Unknown if Used
North Carolina,12,2016-12-01 08:24:00 UTC,35.52556944,-78.56303611,Local Street – Municipality,Pedestrian,1,0,8,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,12,2016-12-01 08:24:00 UTC,35.52556944,-78.56303611,Local Street – Municipality,Pedestrian,1,0,8,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,8,2016-08-23 09:29:00 UTC,35.922475,-80.25429444,State Highway,Pedestrian,1,0,0,Female,Pedestrian,No (Alcohol Not Involved),Not Reported,None Used
North Carolina,8,2016-08-23 09:29:00 UTC,35.922475,-80.25429444,State Highway,Pedestrian,1,0,0,Female,Pedestrian,No (Alcohol Not Involved),Not Reported,None Used
North Carolina,8,2016-08-23 09:29:00 UTC,35.922475,-80.25429444,State Highway,Pedestrian,1,0,0,Female,Pedestrian,No (Alcohol Not Involved),Not Reported,None Used
North Carolina,1,2016-01-16 23:12:00 UTC,35.43718056,-79.02751111,U.S. Highway,Pedestrian,2,0,14,Male,Pedestrian,Not Reported,Not Reported,None Used
North Carolina,1,2016-01-16 23:12:00 UTC,35.43718056,-79.02751111,U.S. Highway,Pedestrian,2,0,14,Male,Pedestrian,Not Reported,Not Reported,None Used
North Carolina,1,2016-01-16 23:12:00 UTC,35.43718056,-79.02751111,U.S. Highway,Pedestrian,2,0,14,Male,Pedestrian,Not Reported,Not Reported,None Used
North Carolina,5,2016-05-20 23:06:00 UTC,35.67323611,-78.51415556,U.S. Highway,Motor Vehicle in Transport,1,0,52,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,8,2016-08-23 09:29:00 UTC,35.922475,-80.25429444,State Highway,Pedestrian,1,0,3,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,8,2016-08-23 09:29:00 UTC,35.922475,-80.25429444,State Highway,Pedestrian,1,0,3,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,8,2016-08-23 09:29:00 UTC,35.922475,-80.25429444,State Highway,Pedestrian,1,0,3,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,5,2016-05-19 04:56:00 UTC,34.60908889,-79.08576667,Interstate,Parked Motor Vehicle (Not In Transport),1,0,27,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),"Reflective Clothing (Jacket, Backpack, etc.)"
North Carolina,5,2016-05-19 04:56:00 UTC,34.60908889,-79.08576667,Interstate,Parked Motor Vehicle (Not In Transport),1,0,27,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),"Reflective Clothing (Jacket, Backpack, etc.)"
North Carolina,4,2016-04-02 11:47:00 UTC,35.26706667,-80.87270278,Interstate,Motor Vehicle in Transport,1,0,23,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,5,2016-05-14 17:35:00 UTC,34.63951667,-79.09246389,State Highway,Ditch,1,0,43,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
North Carolina,5,2016-05-14 17:35:00 UTC,34.63951667,-79.09246389,State Highway,Ditch,1,0,43,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
South Carolina,3,2016-03-24 08:42:00 UTC,34.01338889,-81.03888889,U.S. Highway,Pedestrian,1,0,30,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
South Carolina,8,2016-08-22 22:16:00 UTC,32.36315833,-80.86922222,State Highway,Pedestrian,1,0,28,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),Other Safety Equipment
South Carolina,12,2016-12-08 21:48:00 UTC,33.88933889,-79.96548056,U.S. Highway,Pedestrian,1,0,50,Female,Pedestrian,Yes (Alcohol Involved),Not Reported,None Used
South Carolina,3,2016-03-12 03:50:00 UTC,32.15139722,-81.05391944,U.S. Highway,Pedestrian,1,0,33,Male,Pedestrian,Yes (Alcohol Involved),Yes (Drugs Involved),None Used
South Carolina,2,2016-02-04 19:25:00 UTC,32.62378611,-80.78643056,County Road,Pedestrian,1,0,43,Female,Pedestrian,Yes (Alcohol Involved),Yes (Drugs Involved),None Used
South Carolina,4,2016-04-16 20:25:00 UTC,33.55056944,-81.93785,U.S. Highway,Pedalcyclist,1,0,62,Male,Bicyclist,Yes (Alcohol Involved),Yes (Drugs Involved),None Used
South Carolina,11,2016-11-18 18:15:00 UTC,33.47605833,-80.81450833,County Road,Pedestrian,1,0,35,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
South Carolina,2,2016-02-15 19:30:00 UTC,34.85839167,-82.34710278,Interstate,Parked Motor Vehicle (Not In Transport),1,0,28,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
South Carolina,2,2016-02-15 19:30:00 UTC,34.85839167,-82.34710278,Interstate,Parked Motor Vehicle (Not In Transport),1,0,28,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
South Carolina,12,2016-12-16 21:28:00 UTC,33.74186111,-78.82493056,U.S. Highway,Pedestrian,1,0,58,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
South Carolina,5,2016-05-31 23:50:00 UTC,33.88057222,-80.77665833,State Highway,Pedalcyclist,1,0,70,Male,Bicyclist,Yes (Alcohol Involved),Yes (Drugs Involved),None Used
South Carolina,11,2016-11-26 18:07:00 UTC,34.79356944,-82.47676111,State Highway,Pedalcyclist,1,0,50,Male,Bicyclist,No (Alcohol Not Involved),Yes (Drugs Involved),None Used
South Carolina,7,2016-07-26 22:00:00 UTC,33.40145556,-80.48162778,State Highway,Pedestrian,1,0,28,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
South Carolina,7,2016-07-30 20:23:00 UTC,33.84898333,-78.70348333,State Highway,Pedestrian,1,0,41,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
South Carolina,1,2016-01-14 19:32:00 UTC,32.93420556,-80.04702778,Interstate,Pedestrian,1,0,26,Female,Pedestrian,Not Reported,Not Reported,None Used
South Carolina,4,2016-04-04 11:30:00 UTC,34.30222778,-80.54603333,U.S. Highway,Pedestrian,1,0,83,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
South Carolina,1,2016-01-29 19:55:00 UTC,34.04981667,-78.83660278,State Highway,Pedestrian,1,0,58,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
South Carolina,3,2016-03-10 18:45:00 UTC,33.38068333,-79.30507778,State Highway,Pedestrian,1,0,76,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
South Carolina,3,2016-03-09 03:01:00 UTC,32.50747222,-80.71988889,State Highway,Pedestrian,1,0,52,Male,Pedestrian,Yes (Alcohol Involved),Yes (Drugs Involved),None Used
South Carolina,3,2016-03-17 23:50:00 UTC,33.891425,-78.69165278,State Highway,Pedestrian,1,0,52,Male,Pedestrian,Yes (Alcohol Involved),Yes (Drugs Involved),None Used
South Carolina,1,2016-01-23 13:35:00 UTC,34.84024722,-82.24559722,State Highway,Pedestrian,1,0,44,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
South Carolina,11,2016-11-08 21:35:00 UTC,33.78588056,-81.41208889,U.S. Highway,Pedestrian,1,0,22,Male,Pedestrian,Yes (Alcohol Involved),No (Drugs Not Involved),None Used
South Carolina,9,2016-09-06 20:00:00 UTC,34.08131944,-79.59780278,State Highway,Pedestrian,1,1,65,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
South Carolina,12,2016-12-20 18:22:00 UTC,32.92231111,-80.0953,State Highway,Pedestrian,1,0,56,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
South Carolina,10,2016-10-04 00:30:00 UTC,33.43253056,-79.96988056,U.S. Highway,Pedestrian,1,0,51,Male,Pedestrian,Yes (Alcohol Involved),Yes (Drugs Involved),None Used
South Carolina,10,2016-10-02 17:15:00 UTC,34.73508889,-83.07183056,State Highway,Pedestrian,1,0,2,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
South Carolina,11,2016-11-24 20:50:00 UTC,33.92786111,-80.86683056,State Highway,Pedestrian,1,0,30,Male,Pedestrian,Yes (Alcohol Involved),Yes (Drugs Involved),None Used
South Carolina,6,2016-06-26 02:15:00 UTC,33.43582222,-80.60815833,U.S. Highway,Pedestrian,1,0,37,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
South Carolina,8,2016-08-31 20:25:00 UTC,33.95960556,-81.40235556,U.S. Highway,Pedestrian,2,0,64,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
South Carolina,8,2016-08-31 20:25:00 UTC,33.95960556,-81.40235556,U.S. Highway,Pedestrian,2,0,64,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
South Carolina,12,2016-12-19 19:27:00 UTC,32.795,-79.94541667,U.S. Highway,Pedestrian,1,0,57,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
South Carolina,3,2016-03-28 00:54:00 UTC,34.78094722,-82.41413611,State Highway,Pedestrian,1,0,50,Male,Pedestrian,Yes (Alcohol Involved),Yes (Drugs Involved),None Used
South Carolina,1,2016-01-30 17:59:00 UTC,33.62487222,-79.00890833,State Highway,Pedalcyclist,1,0,55,Male,Bicyclist,Not Reported,Not Reported,None Used
South Carolina,5,2016-05-24 00:01:00 UTC,33.84609722,-81.02588056,State Highway,Pedestrian,1,0,55,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
South Carolina,7,2016-07-02 09:05:00 UTC,34.1152,-80.94183056,State Highway,Pedestrian,1,0,17,Male,Pedestrian,No (Alcohol Not Involved),Yes (Drugs Involved),None Used
South Carolina,12,2016-12-04 01:20:00 UTC,33.90323056,-80.92725,State Highway,Pedestrian,1,0,22,Male,Pedestrian,Yes (Alcohol Involved),Not Reported,None Used
South Carolina,12,2016-12-04 01:20:00 UTC,33.90323056,-80.92725,State Highway,Pedestrian,1,0,22,Male,Pedestrian,Yes (Alcohol Involved),Not Reported,None Used
South Carolina,3,2016-03-20 00:38:00 UTC,33.71654722,-78.89160278,U.S. Highway,Pedestrian,1,0,54,Male,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
South Carolina,4,2016-04-21 10:55:00 UTC,34.85283056,-82.42033333,County Road,Pedestrian,1,0,80,Female,Pedestrian,No (Alcohol Not Involved),No (Drugs Not Involved),None Used
South Carolina,11,2016-11-18 18:40:00 UTC,32.92771944,-80.68698056,U.S. Highway,Pedestrian,1,0,60,Male,Pedestrian,Yes (Alcohol Involved),No (Drugs Not Involved),None Used
